Column|Format|QuestionText|dtcode|answer_Label|answer_label_condensed|qn_breakdown_label|section|Topic|sub_topic|Question|comment|column_order
q113_3_africa|CURRENCY|AFRICA: North America - Separate accounts investing into indirect vehicles|40_17|AFRICA_InvestorDomicileNorthAmerica_SeparateAccountsIndirect|AFR_IDNA_SepAccIndirect|North America - Separate accounts investing indirectly||Africa Capital raised|Investor Type and Vehicle Type|q40||1596
q113_4_africa|CURRENCY|AFRICA: North America - Joint ventures and club deals|40_18|AFRICA_InvestorDomicileNorthAmerica_JVs|AFR_IDNA_JVs|North America - Joint ventures and club deals||Africa Capital raised|Investor Type and Vehicle Type|q40||1597
q113_5_africa|CURRENCY|AFRICA: North America - Funds of funds|40_19|AFRICA_InvestorDomicileNorthAmerica_FundsOfFunds|AFR_IDNA_FOF|North America - Funds of funds||Africa Capital raised|Investor Type and Vehicle Type|q40||1598
q113_6_africa|CURRENCY|AFRICA: North America - Non-listed debt products|40_20|AFRICA_InvestorDomicileNorthAmerica_Debt|AFR_IDNA_Debt|North America - Non-listed debt products||Africa Capital raised|Investor Type and Vehicle Type|q40||1599
q11ROW3_Total_africa|CURRENCY|AFRICA: North America - TOTAL|40_21|AFRICA_InvestorDomicileNorthAmerica_VehicleType_Total|AFR_IDNA_VT_Total|North America - Vehicle type total||Africa Capital raised|Investor Type and Vehicle Type|q40||1600
q114_1_africa|CURRENCY|AFRICA: South America - Non-listed/ commingled real estate funds/private REITs|40_22|AFRICA_InvestorDomicileSouthAmerica_NonListedFunds|AFR_IDSA_NLF|South America - Non-listed funds||Africa Capital raised|Investor Type and Vehicle Type|q40||1601
q114_2_africa|CURRENCY|AFRICA: South America - Separate accounts investing directly into real estate|40_23|AFRICA_InvestorDomicileSouthAmerica_SeparateAccountsDirect|AFR_IDSA_SepAccDirect|South America - Separate accounts investing directly||Africa Capital raised|Investor Type and Vehicle Type|q40||1602
q114_3_africa|CURRENCY|AFRICA: South America - Separate accounts investing into indirect vehicles|40_24|AFRICA_InvestorDomicileSouthAmerica_SeparateAccountsIndirect|AFR_IDSA_SepAccIndirect|South America - Separate accounts investing indirectly||Africa Capital raised|Investor Type and Vehicle Type|q40||1603
q114_4_africa|CURRENCY|AFRICA: South America - Joint ventures and club deals|40_25|AFRICA_InvestorDomicileSouthAmerica_JVs|AFR_IDSA_JVs|South America - Joint ventures and club deals||Africa Capital raised|Investor Type and Vehicle Type|q40||1604
q114_5_africa|CURRENCY|AFRICA: South America - Funds of funds|40_26|AFRICA_InvestorDomicileSouthAmerica_FundsOfFunds|AFR_IDSA_FOF|South America - Funds of funds||Africa Capital raised|Investor Type and Vehicle Type|q40||1605
q114_6_africa|CURRENCY|AFRICA: South America - Non-listed debt products|40_27|AFRICA_InvestorDomicileSouthAmerica_Debt|AFR_IDSA_Debt|South America - Non-listed debt products||Africa Capital raised|Investor Type and Vehicle Type|q40||1606
q11ROW4_Total_africa|CURRENCY|AFRICA: South America - TOTAL|40_28|AFRICA_InvestorDomicileSouthAmerica_VehicleType_Total|AFR_IDSA_VT_Total|South America - Vehicle type total||Africa Capital raised|Investor Type and Vehicle Type|q40||1607
q115_1_africa|CURRENCY|AFRICA: Africa - Non-listed/ commingled real estate funds/private REITs|40_29|AFRICA_InvestorDomicileAfrica_NonListedFunds|AFR_IDAFR_NLF|Africa - Non-listed funds||Africa Capital raised|Investor Type and Vehicle Type|q40||1608
q115_2_africa|CURRENCY|AFRICA: Africa - Separate accounts investing directly into real estate|40_30|AFRICA_InvestorDomicileAfrica_SeparateAccountsDirect|AFR_IDAFR_SepAccDirect|Africa - Separate accounts investing directly||Africa Capital raised|Investor Type and Vehicle Type|q40||1609
q115_3_africa|CURRENCY|AFRICA: Africa - Separate accounts investing into indirect vehicles|40_31|AFRICA_InvestorDomicileAfrica_SeparateAccountsIndirect|AFR_IDAFR_SepAccIndirect|Africa - Separate accounts investing indirectly||Africa Capital raised|Investor Type and Vehicle Type|q40||1610
q115_4_africa|CURRENCY|AFRICA: Africa - Joint ventures and club deals|40_32|AFRICA_InvestorDomicileAfrica_JVs|AFR_IDAFR_JVs|Africa - Joint ventures and club deals||Africa Capital raised|Investor Type and Vehicle Type|q40||1611
q115_5_africa|CURRENCY|AFRICA: Africa - Funds of funds|40_33|AFRICA_InvestorDomicileAfrica_FundsOfFunds|AFR_IDAFR_FOF|Africa - Funds of funds||Africa Capital raised|Investor Type and Vehicle Type|q40||1612
q115_6_africa|CURRENCY|AFRICA: Africa - Non-listed debt products|40_34|AFRICA_InvestorDomicileAfrica_Debt|AFR_IDAFR_Debt|Africa - Non-listed debt products||Africa Capital raised|Investor Type and Vehicle Type|q40||1613
q11ROW5_Total_africa|CURRENCY|AFRICA: Africa - TOTAL|40_35|AFRICA_InvestorDomicileAfrica_VehicleType_Total|AFR_IDAFR_VT_Total|Africa - Vehicle type total||Africa Capital raised|Investor Type and Vehicle Type|q40||1614
q11COL1_Total_africa|CURRENCY|AFRICA: TOTAL - Non-listed/ commingled real estate funds/private REITs|40_36|AFRICA_InvestorDomicile_NonListedFunds_Total|AFR_ID_NLF_Total|Investor domicile total - Non-listed funds||Africa Capital raised|Investor Type and Vehicle Type|q40||1615
q11COL2_Total_africa|CURRENCY|AFRICA: TOTAL - Separate accounts investing directly into real estate|40_37|AFRICA_InvestorDomicile_SeparateAccountsDirect_Total|AFR_ID_SepAccDirect_Total|Investor domicile total - Separate accounts investing directly||Africa Capital raised|Investor Type and Vehicle Type|q40||1616
q11COL3_Total_africa|CURRENCY|AFRICA: TOTAL - Separate accounts investing into indirect vehicles|40_38|AFRICA_InvestorDomicile_SeparateAccountsIndirect_Total|AFR_ID_SepAccIndirect_Total|Investor domicile total - Separate accounts investing indirectly||Africa Capital raised|Investor Type and Vehicle Type|q40||1617
q11COL4_Total_africa|CURRENCY|AFRICA: TOTAL - Joint ventures and club deals|40_39|AFRICA_InvestorDomicile_JVs_Total|AFR_ID_JVs_Total|Investor domicile total - Joint ventures and club deals||Africa Capital raised|Investor Type and Vehicle Type|q40||1618
q11COL5_Total_africa|CURRENCY|AFRICA: TOTAL - Funds of funds|40_40|AFRICA_InvestorDomicile_FundsOfFunds_Total|AFR_ID_FOF_Total|Investor domicile total - Funds of funds||Africa Capital raised|Investor Type and Vehicle Type|q40||1619
q11COL6_Total_africa|CURRENCY|AFRICA: TOTAL - Non-listed debt products|40_41|AFRICA_InvestorDomicile_Debt_Total|AFR_ID_Debt_Total|Investor domicile total - Non-listed debt products||Africa Capital raised|Investor Type and Vehicle Type|q40||1620
q11GRANDTotal_africa|CURRENCY|AFRICA TOTAL Capital Raised in 2021 for your African strategy by investor domicile|40_42|AFRICA_InvestorDomicile_VehicleType_Total|AFR_ID_VT_Total|Investor domicile total - Vehicle type total||Africa Capital raised|Investor Type and Vehicle Type|q40||1621
_africa||For your African strategy*, how much institutional capital did your company raise for non-listed vehicles in 2021 by sector strategy (million)?|41|||||||q41||1622
q161_1_africa|CURRENCY|AFRICA: (Single) Office - Non-listed/ commingled real estate funds/private REITs|41_1|AFRICA_NonListedFunds_SingleSectorOffice|AFR_NLF_SSOffice|Non-listed funds - Single sector office||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1623
q161_2_africa|CURRENCY|AFRICA: (Single) Office - Separate accounts investing directly into real estate|41_2|AFRICA_SeparateAccountsDirect_SingleSectorOffice|AFR_SepAccDirect_SSOffice|Separate accounts investing directly - Single sector office||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1624
q161_3_africa|CURRENCY|AFRICA: (Single) Office - Separate accounts investing into indirect vehicles|41_3|AFRICA_SeparateAccountsIndirect_SingleSectorOffice|AFR_SepAccIndirect_SSOffice|Separate accounts investing indirectly - Single sector office||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1625
q161_4_africa|CURRENCY|AFRICA: (Single) Office - Joint ventures and club deals|41_4|AFRICA_JVs_SingleSectorOffice|AFR_JVs_SSOffice|Joint ventures and club deals - Single sector office||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1626
q161_5_africa|CURRENCY|AFRICA: (Single) Office - Funds of funds|41_5|AFRICA_FundsOfFunds_SingleSectorOffice|AFR_FOF_SSOffice|Funds of funds - Single sector office||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1627
q161_6_africa|CURRENCY|AFRICA: (Single) Office - Non-listed debt products|41_6|AFRICA_Debt_SingleSectorOffice|AFR_Debt_SSOffice|Non-listed debt products - Single sector office||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1628
q16ROW1_Total_africa|CURRENCY|AFRICA: (Single) Office - TOTAL|41_7|AFRICA_NonListedVehicles_SingleSectorOffice_Total|AFR_NLV_SSOffice_Total|Non-listed vehicles total - Single sector office||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1629
q162_1_africa|CURRENCY|AFRICA: (Single) Retail - Non-listed/ commingled real estate funds/private REITs|41_8|AFRICA_NonListedFunds_SingleSectorRetail|AFR_NLF_SSRetail|Non-listed funds - Single sector retail||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1630
q162_2_africa|CURRENCY|AFRICA: (Single) Retail - Separate accounts investing directly into real estate|41_9|AFRICA_SeparateAccountsDirect_SingleSectorRetail|AFR_SepAccDirect_SSRetail|Separate accounts investing directly - Single sector retail||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1631
q162_3_africa|CURRENCY|AFRICA: (Single) Retail - Separate accounts investing into indirect vehicles|41_10|AFRICA_SeparateAccountsIndirect_SingleSectorRetail|AFR_SepAccIndirect_SSRetail|Separate accounts investing indirectly - Single sector retail||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1632
q162_4_africa|CURRENCY|AFRICA: (Single) Retail - Joint ventures and club deals|41_11|AFRICA_JVs_SingleSectorRetail|AFR_JVs_SSRetail|Joint ventures and club deals - Single sector retail||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1633
q162_5_africa|CURRENCY|AFRICA: (Single) Retail - Funds of funds|41_12|AFRICA_FundsOfFunds_SingleSectorRetail|AFR_FOF_SSRetail|Funds of funds - Single sector retail||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1634
q162_6_africa|CURRENCY|AFRICA: (Single) Retail - Non-listed debt products|41_13|AFRICA_Debt_SingleSectorRetail|AFR_Debt_SSRetail|Non-listed debt products - Single sector retail||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1635
q16ROW2_Total_africa|CURRENCY|AFRICA: (Single) Retail - TOTAL|41_14|AFRICA_NonListedVehicles_SingleSectorRetail_Total|AFR_NLV_SSRetail_Total|Non-listed vehicles total - Single sector retail||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1636
q163_1_africa|CURRENCY|AFRICA: (Single) Industrial / logistics - Non-listed/ commingled real estate funds/private REITs|41_15|AFRICA_NonListedFunds_SingleSectorIndustrial/Logistics|AFR_NLF_SSInd/Log|Non-listed funds - Single sector industrial/logistics||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1637
q163_2_africa|CURRENCY|AFRICA: (Single) Industrial / logistics - Separate accounts investing directly into real estate|41_16|AFRICA_SeparateAccountsDirect_SingleSectorIndustrial/Logistics|AFR_SepAccDirect_SSInd/Log|Separate accounts investing directly - Single sector industrial/logistics||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1638
q163_3_africa|CURRENCY|AFRICA: (Single) Industrial / logistics - Separate accounts investing into indirect vehicles|41_17|AFRICA_SeparateAccountsIndirect_SingleSectorIndustrial/Logistics|AFR_SepAccIndirect_SSInd/Log|Separate accounts investing indirectly - Single sector industrial/logistics||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1639
q163_4_africa|CURRENCY|AFRICA: (Single) Industrial / logistics - Joint ventures and club deals|41_18|AFRICA_JVs_SingleSectorIndustrial/Logistics|AFR_JVs_SSInd/Log|Joint ventures and club deals - Single sector industrial/logistics||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1640
q163_5_africa|CURRENCY|AFRICA: (Single) Industrial / logistics - Funds of funds|41_19|AFRICA_FundsOfFunds_SingleSectorIndustrial/Logistics|AFR_FOF_SSInd/Log|Funds of funds - Single sector industrial/logistics||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1641
q163_6_africa|CURRENCY|AFRICA: (Single) Industrial / logistics - Non-listed debt products|41_20|AFRICA_Debt_SingleSectorIndustrial/Logistics|AFR_Debt_SSInd/Log|Non-listed debt products - Single sector industrial/logistics||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1642
q16ROW3_Total_africa|CURRENCY|AFRICA: (Single) Industrial / logistics - TOTAL|41_21|AFRICA_NonListedVehicles_SingleSectorIndustrial/Logistics_Total|AFR_NLV_SSInd/Log_Total|Non-listed vehicles total - Single sector industrial/logistics||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1643
q164_1_africa|CURRENCY|AFRICA: (Single) Residential / multi-family / apartments - Non-listed/ commingled real estate funds/private REITs|41_22|AFRICA_NonListedFunds_SingleSectorResidential/Multifamily/Apartments|AFR_NLF_SSResidential|Non-listed funds - Single sector residential/multifamily/ apartment||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1644
q164_2_africa|CURRENCY|AFRICA: (Single) Residential / multi-family / apartments - Separate accounts investing directly into real estate|41_23|AFRICA_SeparateAccountsDirect_SingleSectorResidential/Multifamily/Apartments|AFR_SepAccDirect_SSResidential|Separate accounts investing directly - Single sector residential/multifamily/ apartment||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1645
q164_3_africa|CURRENCY|AFRICA: (Single) Residential / multi-family / apartments - Separate accounts investing into indirect vehicles|41_24|AFRICA_SeparateAccountsIndirect_SingleSectorResidential/Multifamily/Apartments|AFR_SepAccIndirect_SSResidential|Separate accounts investing indirectly - Single sector residential/multifamily/ apartment||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1646
q164_4_africa|CURRENCY|AFRICA: (Single) Residential / multi-family / apartments - Joint ventures and club deals|41_25|AFRICA_JVs_SingleSectorResidential/Multifamily/Apartments|AFR_JVs_SSResidential|Joint ventures and club deals - Single sector residential/multifamily/ apartment||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1647
q164_5_africa|CURRENCY|AFRICA: (Single) Residential / multi-family / apartments - Funds of funds|41_26|AFRICA_FundsOfFunds_SingleSectorResidential/Multifamily/Apartments|AFR_FOF_SSResidential|Funds of funds - Single sector residential/multifamily/ apartment||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1648
q164_6_africa|CURRENCY|AFRICA: (Single) Residential / multi-family / apartments - Non-listed debt products|41_27|AFRICA_Debt_SingleSectorResidential/Multifamily/Apartments|AFR_Debt_SSResidential|Non-listed debt products - Single sector residential/multifamily/ apartment||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1649
q16ROW4_Total_africa|CURRENCY|AFRICA: (Single) Residential / multi-family / apartments - TOTAL|41_28|AFRICA_NonListedVehicles_SingleSectorResidential/Multifamily/Apartments_Total|AFR_NLV_SSResidential_Total|Non-listed vehicles total - Single sector residential/multifamily/ apartment||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1650
q165_1_africa|CURRENCY|AFRICA: (Single) Residential / multi-family / apartments - Non-listed/ commingled real estate funds/private REITs|41_29|AFRICA_NonListedFunds_SingleSectorStudentHousing|AFR_NLF_SSStudHou|Non-listed funds - Single sector student housing||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1651
q165_2_africa|CURRENCY|AFRICA: (Single) Residential / multi-family / apartments - Separate accounts investing directly into real estate|41_30|AFRICA_SeparateAccountsDirect_SingleSectorStudentHousing|AFR_SepAccDirect_SSStudHou|Separate accounts investing directly - Single sector student housing||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1652
q165_3_africa|CURRENCY|AFRICA: (Single) Residential / multi-family / apartments - Separate accounts investing into indirect vehicles|41_31|AFRICA_SeparateAccountsIndirect_SingleSectorStudentHousing|AFR_SepAccIndirect_SSStudHou|Separate accounts investing indirectly - Single sector student housing||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1653
q165_4_africa|CURRENCY|AFRICA: (Single) Residential / multi-family / apartments - Joint ventures and club deals|41_32|AFRICA_JVs_SingleSectorStudentHousing|AFR_JVs_SSStudHou|Joint ventures and club deals - Single sector student housing||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1654
q165_5_africa|CURRENCY|AFRICA: (Single) Residential / multi-family / apartments - Funds of funds|41_33|AFRICA_FundsOfFunds_SingleSectorStudentHousing|AFR_FOF_SSStudHou|Funds of funds - Single sector student housing||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1655
q165_6_africa|CURRENCY|AFRICA: (Single) Residential / multi-family / apartments - Non-listed debt products|41_34|AFRICA_Debt_SingleSectorStudentHousing|AFR_Debt_SSStudHou|Non-listed debt products - Single sector student housing||Africa  Capital raised|Sector Strategy and Vehicle Type|q41||1656
