Column|Format|QuestionText|dtcode|answer_Label|answer_label_condensed|qn_breakdown_label|section|Topic|sub_topic|Question|comment|column_order
q43_3|NUMBER|North America - Separate accounts investing into indirect vehicles|7_17|NOV_RegionalStrategyNorthAmerica_SeparateAccountsIndirect|NOV_RSNA_SepAccIndirect|North America - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||108
q43_4|NUMBER|North America - Joint ventures and club deals|7_18|NOV_RegionalStrategyNorthAmerica_JVs|NOV_RSNA_JVs|North America -  Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q7||109
q43_5|NUMBER|North America - Funds of funds|7_19|NOV_RegionalStrategyNorthAmerica_FundsOfFunds|NOV_RSNA_FOF|North America - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||110
q43_6|NUMBER|North America - Non-listed debt products|7_20|NOV_RegionalStrategyNorthAmerica_Debt|NOV_RSNA_Debt|North America - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q7||111
q4ROW3_Total|NUMBER|North America - TOTAL VEHICLES|7_21|NOV_RegionalStrategyNorthAmerica_VehicleType_Total|NOV_RSNA_VT_Total|North America - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||112
q44_1|NUMBER|Global - Non-listed/ commingled real estate funds/private REITs|7_22|NOV_RegionalStrategyGlobal_NonListedFunds|NOV_RSGLB_NLF|Global - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||113
q44_2|NUMBER|Global - Separate accounts investing directly into real estate|7_23|NOV_RegionalStrategyGlobal_SeparateAccountsDirect|NOV_RSGLB_SepAccDirect|Global - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||114
q44_3|NUMBER|Global - Separate accounts investing into indirect vehicles|7_24|NOV_RegionalStrategyGlobal_SeparateAccountsIndirect|NOV_RSGLB_SepAccIndirect|Global - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||115
q44_4|NUMBER|Global - Joint ventures and club deals|7_25|NOV_RegionalStrategyGlobal_JVs|NOV_RSGLB_JVs|Global -  Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q7||116
q44_5|NUMBER|Global - Funds of funds|7_26|NOV_RegionalStrategyGlobal_FundsOfFunds|NOV_RSGLB_FOF|Global - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||117
q44_6|NUMBER|Global - Non-listed debt products|7_27|NOV_RegionalStrategyGlobal_Debt|NOV_RSGLB_Debt|Global - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q7||118
q4ROW4_Total|NUMBER|Global - TOTAL VEHICLES|7_28|NOV_RegionalStrategyGlobal_VehicleType_Total|NOV_RSGLB_VT_Total|Global - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||119
q45_1|NUMBER|South America - Non-listed/ commingled real estate funds/private REITs|7_29|NOV_RegionalStrategySouthAmerica_NonListedFunds|NOV_RSSA_NLF|South America - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||120
q45_2|NUMBER|South America - Separate accounts investing directly into real estate|7_30|NOV_RegionalStrategySouthAmerica_SeparateAccountsDirect|NOV_RSSA_SepAccDirect|South America - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||121
q45_3|NUMBER|South America - Separate accounts investing into indirect vehicles|7_31|NOV_RegionalStrategySouthAmerica_SeparateAccountsIndirect|NOV_RSSA_SepAccIndirect|South America - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||122
q45_4|NUMBER|South America - Joint ventures and club deals|7_32|NOV_RegionalStrategySouthAmerica_JVs|NOV_RSSA_JVs|South America -  Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q7||123
q45_5|NUMBER|South America - Funds of funds|7_33|NOV_RegionalStrategySouthAmerica_FundsOfFunds|NOV_RSSA_FOF|South America - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||124
q45_6|NUMBER|South America - Non-listed debt products|7_34|NOV_RegionalStrategySouthAmerica_Debt|NOV_RSSA_Debt|South America - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q7||125
q4ROW5_Total|NUMBER|South America - TOTAL VEHICLES|7_35|NOV_RegionalStrategySouthAmerica_VehicleType_Total|NOV_RSSA_VT_Total|South America - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||126
q46_1|NUMBER|Africa - Non-listed/ commingled real estate funds/private REITs|7_36|NOV_RegionalStrategyAfrica_NonListedFunds|NOV_RSAFR_NLF|Africa - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||127
q46_2|NUMBER|Africa - Separate accounts investing directly into real estate|7_37|NOV_RegionalStrategyAfrica_SeparateAccountsDirect|NOV_RSAFR_SepAccDirect|Africa - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||128
q46_3|NUMBER|Africa - Separate accounts investing into indirect vehicles|7_38|NOV_RegionalStrategyAfrica_SeparateAccountsIndirect|NOV_RSAFR_SepAccIndirect|Africa - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||129
q46_4|NUMBER|Africa - Joint ventures and club deals|7_39|NOV_RegionalStrategyAfrica_JVs|NOV_RSAFR_JVs|Africa -  Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q7||130
q46_5|NUMBER|Africa - Funds of funds|7_40|NOV_RegionalStrategyAfrica_FundsOfFunds|NOV_RSAFR_FOF|Africa - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||131
q46_6|NUMBER|Africa - Non-listed debt products|7_41|NOV_RegionalStrategyAfrica_Debt|NOV_RSAFR_Debt|Africa - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q7||132
q4ROW6_Total|NUMBER|Africa - TOTAL VEHICLES|7_42|NOV_RegionalStrategyAfrica_VehicleType_Total|NOV_RSAFR_VT_Total|Africa - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||133
q4COL1_Total|NUMBER|TOTAL VEHICLES - Non-listed/ commingled real estate funds/private REITs|7_43|NOV_RegionalStrategy_NonListedFunds_Total|NOV_RS_NLF_Total|Regional strategy - Non-listed funds total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||134
q4COL2_Total|NUMBER|TOTAL VEHICLES - Separate accounts investing directly into real estate|7_44|NOV_RegionalStrategy_SeparateAccountsDirect_Total|NOV_RS_SepAccDirect_Total|Regional strategy - Separate accounts investing directly total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||135
q4COL3_Total|NUMBER|TOTAL VEHICLES - Separate accounts investing into indirect vehicles|7_45|NOV_RegionalStrategy_SeparateAccountsIndirect_Total|NOV_RS_SepAccIndirect_Total|Regional strategy - Separate accounts investing indirectly total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||136
q4COL4_Total|NUMBER|TOTAL VEHICLES - Joint ventures and club deals|7_46|NOV_RegionalStrategy_JVs_Total|NOV_RS_JVs_Total|Regional strategy - Joint ventures and club deals total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||137
q4COL5_Total|NUMBER|TOTAL VEHICLES - Funds of funds|7_47|NOV_RegionalStrategy_FundsOfFunds_Total|NOV_RS_FOF_Total|Regional strategy - Funds of funds total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||138
q4COL6_Total|NUMBER|TOTAL VEHICLES - Non-listed debt products|7_48|NOV_RegionalStrategy_Debt_Total|NOV_RS_Debt_Total|Regional strategy - Non-listed debt total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||139
q4GRANDTotal|NUMBER|TOTAL Number of non-listed vehicles company raised institutional capital for in 2021|7_49|NOV_RegionalStrategy_VehicleType_Total|NOV_RS_VT_Total|Regional strategy - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||140
||How much institutional capital did your company raise for non-listed vehicles in 2021 by investor type (million)?|8|||||||q8||141
q51_1|CURRENCY|Pension funds - Non-listed/ commingled real estate funds/private REITs|8_1|PensionFunds_NonListedFunds|PF_NLF|Pension funds - Non-listed fund||Capital raised |Investor Type and Vehicle Type|q8||142
q51_2|CURRENCY|Pension funds - Separate accounts investing directly into real estate|8_2|PensionFunds_SeparateAccountsDirect|PF_SepAccDirect|Pension funds - Separate accounts investing directly||Capital raised |Investor Type and Vehicle Type|q8||143
q51_3|CURRENCY|Pension funds - Separate accounts investing into indirect vehicles|8_3|PensionFunds_SeparateAccountsIndirect|PF_SepAccIndirect|Pension funds - Separate accounts investing indirectly||Capital raised |Investor Type and Vehicle Type|q8||144
q51_4|CURRENCY|Pension funds - Joint ventures and club deals|8_4|PensionFunds_JVs|PF_JVs|Pension funds - Joint ventures and club deals||Capital raised |Investor Type and Vehicle Type|q8||145
q51_5|CURRENCY|Pension funds - Funds of funds|8_5|PensionFunds_FundsOfFunds|PF_FOF|Pension funds - Funds of funds||Capital raised |Investor Type and Vehicle Type|q8||146
q51_6|CURRENCY|Pension funds - Non-listed debt products|8_6|PensionFunds_Debt|PF_Debt|Pension funds - Non-listed debt products||Capital raised |Investor Type and Vehicle Type|q8||147
q5ROW1_Total|CURRENCY|Pension funds - TOTAL|8_7|PensionFunds_VehicleType_Total|PF_VT_Total|Pension funds - Vehicle type total||Capital raised |Investor Type and Vehicle Type|q8||148
q52_1|CURRENCY|Insurance companies - Non-listed/ commingled real estate funds/private REITs|8_8|InsuranceCompanies_NonListedFunds|IC_NLF|Insurance companies - Non-listed fund||Capital raised |Investor Type and Vehicle Type|q8||149
q52_2|CURRENCY|Insurance companies - Separate accounts investing directly into real estate|8_9|InsuranceCompanies_SeparateAccountsDirect|IC_SepAccDirect|Insurance companies - Separate accounts investing directly||Capital raised |Investor Type and Vehicle Type|q8||150
q52_3|CURRENCY|Insurance companies - Separate accounts investing into indirect vehicles|8_10|InsuranceCompanies_SeparateAccountsIndirect|IC_SepAccIndirect|Insurance companies - Separate accounts investing indirectly||Capital raised |Investor Type and Vehicle Type|q8||151
q52_4|CURRENCY|Insurance companies - Joint ventures and club deals|8_11|InsuranceCompanies_JVs|IC_JVs|Insurance companies - Joint ventures and club deals||Capital raised |Investor Type and Vehicle Type|q8||152
q52_5|CURRENCY|Insurance companies - Funds of funds|8_12|InsuranceCompanies_FundsOfFunds|IC_FOF|Insurance companies - Funds of funds||Capital raised |Investor Type and Vehicle Type|q8||153
q52_6|CURRENCY|Insurance companies - Non-listed debt products|8_13|InsuranceCompanies_Debt|IC_Debt|Insurance companies - Non-listed debt products||Capital raised |Investor Type and Vehicle Type|q8||154
q5ROW2_Total|CURRENCY|Insurance companies - TOTAL|8_14|InsuranceCompanies_VehicleType_Total|IC_VT_Total|Insurance companies - Vehicle type total||Capital raised |Investor Type and Vehicle Type|q8||155
q53_1|CURRENCY|Sovereign wealth funds - Non-listed/ commingled real estate funds/private REITs|8_15|SovereignWealthFunds_NonListedFunds|SWF_NLF|Sovereign wealth funds - Non-listed fund||Capital raised |Investor Type and Vehicle Type|q8||156
q53_2|CURRENCY|Sovereign wealth funds - Separate accounts investing directly into real estate|8_16|SovereignWealthFunds_SeparateAccountsDirect|SWF_SepAccDirect|Sovereign wealth funds - Separate accounts investing directly||Capital raised |Investor Type and Vehicle Type|q8||157
q53_3|CURRENCY|Sovereign wealth funds - Separate accounts investing into indirect vehicles|8_17|SovereignWealthFunds_SeparateAccountsIndirect|SWF_SepAccIndirect|Sovereign wealth funds - Separate accounts investing indirectly||Capital raised |Investor Type and Vehicle Type|q8||158
q53_4|CURRENCY|Sovereign wealth funds - Joint ventures and club deals|8_18|SovereignWealthFunds_JVs|SWF_JVs|Sovereign wealth funds - Joint ventures and club deals||Capital raised |Investor Type and Vehicle Type|q8||159
q53_5|CURRENCY|Sovereign wealth funds - Funds of funds|8_19|SovereignWealthFunds_FundsOfFunds|SWF_FOF|Sovereign wealth funds - Funds of funds||Capital raised |Investor Type and Vehicle Type|q8||160
q53_6|CURRENCY|Sovereign wealth funds - Non-listed debt products|8_20|SovereignWealthFunds_Debt|SWF_Debt|Sovereign wealth funds - Non-listed debt products||Capital raised |Investor Type and Vehicle Type|q8||161
q5ROW3_Total|CURRENCY|Sovereign wealth funds - TOTAL|8_21|SovereignWealthFunds_VehicleType_Total|SWF_VT_Total|Sovereign wealth funds - Vehicle type total||Capital raised |Investor Type and Vehicle Type|q8||162
q54_1|CURRENCY|Government institutions - Non-listed/ commingled real estate funds/private REITs|8_22|GovernmentInstitutions_NonListedFunds|GI_NLF|Government institutions - Non-listed fund||Capital raised |Investor Type and Vehicle Type|q8||163
q54_2|CURRENCY|Government institutions - Separate accounts investing directly into real estate|8_23|GovernmentInstitutions_SeparateAccountsDirect|GI_SepAccDirect|Government institutions - Separate accounts investing directly||Capital raised |Investor Type and Vehicle Type|q8||164
q54_3|CURRENCY|Government institutions - Separate accounts investing into indirect vehicles|8_24|GovernmentInstitutions_SeparateAccountsIndirect|GI_SepAccIndirect|Government institutions - Separate accounts investing indirectly||Capital raised |Investor Type and Vehicle Type|q8||165
q54_4|CURRENCY|Government institutions - Joint ventures and club deals|8_25|GovernmentInstitutions_JVs|GI_JVs|Government institutions - Joint ventures and club deals||Capital raised |Investor Type and Vehicle Type|q8||166
q54_5|CURRENCY|Government institutions - Funds of funds|8_26|GovernmentInstitutions_FundsOfFunds|GI_FOF|Government institutions - Funds of funds||Capital raised |Investor Type and Vehicle Type|q8||167
q54_6|CURRENCY|Government institutions - Non-listed debt products|8_27|GovernmentInstitutions_Debt|GI_Debt|Government institutions - Non-listed debt products||Capital raised |Investor Type and Vehicle Type|q8||168
q5ROW4_Total|CURRENCY|Government institutions - TOTAL|8_28|GovernmentInstitutions_VehicleType_Total|GI_VT_Total|Government institutions - Vehicle type total||Capital raised |Investor Type and Vehicle Type|q8||169
q55_1|CURRENCY|Charities, foundations, non-profit organisations - Non-listed/ commingled real estate funds/private REITs|8_29|CharitiesFoundationsNonProfitOrganizations_NonListedFunds|CF&NPO_NLF|Charities, foundations & non-profit organisations - Non-listed fund||Capital raised |Investor Type and Vehicle Type|q8||170
q55_2|CURRENCY|Charities, foundations, non-profit organisations - Separate accounts investing directly into real estate|8_30|CharitiesFoundationsNonProfitOrganizations_SeparateAccountsDirect|CF&NPO_SepAccDirect|Charities, foundations & non-profit organisations - Separate accounts investing directly||Capital raised |Investor Type and Vehicle Type|q8||171
q55_3|CURRENCY|Charities, foundations, non-profit organisations - Separate accounts investing into indirect vehicles|8_31|CharitiesFoundationsNonProfitOrganizations_SeparateAccountsIndirect|CF&NPO_SepAccIndirect|Charities, foundations & non-profit organisations - Separate accounts investing indirectly||Capital raised |Investor Type and Vehicle Type|q8||172
q55_4|CURRENCY|Charities, foundations, non-profit organisations - Joint ventures and club deals|8_32|CharitiesFoundationsNonProfitOrganizations_JVs|CF&NPO_JVs|Charities, foundations & non-profit organisations - Joint ventures and club deals||Capital raised |Investor Type and Vehicle Type|q8||173
q55_5|CURRENCY|Charities, foundations, non-profit organisations - Funds of funds|8_33|CharitiesFoundationsNonProfitOrganizations_FundsOfFunds|CF&NPO_FOF|Charities, foundations & non-profit organisations - Funds of funds||Capital raised |Investor Type and Vehicle Type|q8||174
q55_6|CURRENCY|Charities, foundations, non-profit organisations - Non-listed debt products|8_34|CharitiesFoundationsNonProfitOrganizations_Debt|CF&NPO_Debt|Charities, foundations & non-profit organisations - Non-listed debt products||Capital raised |Investor Type and Vehicle Type|q8||175
q5ROW5_Total|CURRENCY|Charities, foundations, non-profit organisations - TOTAL|8_35|CharitiesFoundationsNonProfitOrganizations_VehicleType_Total|CF&NPO_VT_Total|Charities, foundations & non-profit organisations - Vehicle type total||Capital raised |Investor Type and Vehicle Type|q8||176
q56_1|CURRENCY|Funds of funds - Non-listed/ commingled real estate funds/private REITs|8_36|FundsOfFunds_NonListedFunds|FOF_NLF|Funds of funds - Non-listed fund||Capital raised |Investor Type and Vehicle Type|q8||177
q56_2|CURRENCY|Funds of funds - Separate accounts investing directly into real estate|8_37|FundsOfFunds_SeparateAccountsDirect|FOF_SepAccDirect|Funds of funds - Separate accounts investing directly||Capital raised |Investor Type and Vehicle Type|q8||178
q56_3|CURRENCY|Funds of funds - Separate accounts investing into indirect vehicles|8_38|FundsOfFunds_SeparateAccountsIndirect|FOF_SepAccIndirect|Funds of funds - Separate accounts investing indirectly||Capital raised |Investor Type and Vehicle Type|q8||179
q56_4|CURRENCY|Funds of funds - Joint ventures and club deals|8_39|FundsOfFunds_JVs|FOF_JVs|Funds of funds - Joint ventures and club deals||Capital raised |Investor Type and Vehicle Type|q8||180
q56_5|CURRENCY|Funds of funds - Funds of funds|8_40|FundsOfFunds_FundsOfFunds|FOF_FOF|Funds of funds - Funds of funds||Capital raised |Investor Type and Vehicle Type|q8||181
q56_6|CURRENCY|Funds of funds - Non-listed debt products|8_41|FundsOfFunds_Debt|FOF_Debt|Funds of funds - Non-listed debt products||Capital raised |Investor Type and Vehicle Type|q8||182
q5ROW6_Total|CURRENCY|Funds of funds - TOTAL|8_42|FundsOfFunds_VehicleType_Total|FOF_VT_Total|Funds of funds - Vehicle type total||Capital raised |Investor Type and Vehicle Type|q8||183
q57_1|CURRENCY|High net worth individuals /Family offices - Non-listed/ commingled real estate funds/private REITs|8_43|HighnetWorthIndividualsFamilyOffices_NonListedFunds|HNWI/FO_NLF|Hign net worth individuals/Family offices - Non-listed fund||Capital raised |Investor Type and Vehicle Type|q8||184
q57_2|CURRENCY|High net worth individuals /Family offices - Separate accounts investing directly into real estate|8_44|HighnetWorthIndividualsFamilyOffices_SeparateAccountsDirect|HNWI/FO_SepAccDirect|Hign net worth individuals/Family offices - Separate accounts investing directly||Capital raised |Investor Type and Vehicle Type|q8||185
q57_3|CURRENCY|High net worth individuals /Family offices - Separate accounts investing into indirect vehicles|8_45|HighnetWorthIndividualsFamilyOffices_SeparateAccountsIndirect|HNWI/FO_SepAccIndirect|Hign net worth individuals/Family offices - Separate accounts investing indirectly||Capital raised |Investor Type and Vehicle Type|q8||186
q57_4|CURRENCY|High net worth individuals /Family offices - Joint ventures and club deals|8_46|HighnetWorthIndividualsFamilyOffices_JVs|HNWI/FO_JVs|Hign net worth individuals/Family offices - Joint ventures and club deals||Capital raised |Investor Type and Vehicle Type|q8||187
q57_5|CURRENCY|High net worth individuals /Family offices - Funds of funds|8_47|HighnetWorthIndividualsFamilyOffices_FundsOfFunds|HNWI/FO_FOF|Hign net worth individuals/Family offices - Funds of funds||Capital raised |Investor Type and Vehicle Type|q8||188
q57_6|CURRENCY|High net worth individuals /Family offices - Non-listed debt products|8_48|HighnetWorthIndividualsFamilyOffices_Debt|HNWI/FO_Debt|Hign net worth individuals/Family offices - Non-listed debt products||Capital raised |Investor Type and Vehicle Type|q8||189
q5ROW7_Total|CURRENCY|High net worth individuals /Family offices - TOTAL|8_49|HighnetWorthIndividualsFamilyOffices_VehicleType_Total|HNWI/FO_VT_Total|Hign net worth individuals/Family offices - Vehicle type total||Capital raised |Investor Type and Vehicle Type|q8||190
q5other|TEXT|Other investor type (Other)|8_50|OtherInvestorTypetext|OtherITText|Other investor type||Capital raised |Investor Type and Vehicle Type|q8||191
q58_1|CURRENCY|Other - Non-listed/ commingled real estate funds/private REITs|8_51|OtherInvestorType_NonListedFunds|OtherIT_NLF|Other investor type - Non-listed fund||Capital raised |Investor Type and Vehicle Type|q8||192
q58_2|CURRENCY|Other - Separate accounts investing directly into real estate|8_52|OtherInvestorType_SeparateAccountsDirect|OtherIT_SepAccDirect|Other investor type - Separate accounts investing directly||Capital raised |Investor Type and Vehicle Type|q8||193
